,Unnamed: 0,budget,homepage,id,imdb_id,revenue,runtime,language,description,popularity,title,rating,votes,year,genre1,genre2,genre3,genre4,genre5,genre6,genre7,genre8
7577,7577,4000000,,602545,tt8594376,2514679,130,it,"kidnapping victim turns alive fifteen years, profiler private investigator try piece together mystery ",14.615,Into the Labyrinth,6.4,416,2019,Mystery,Thriller,,,,,,
7578,7578,25000000,,8850,tt0111143,48063435,108,en,"based 1930's comic strip, puts hero arch enemy, shiwan khan, plans take world holding city ransom using atom bomb  using powers invisibility  the power cloud men's minds , shadow comes blazing city's rescue explosive results ",14.613,The Shadow,6.0,431,1994,Action,Adventure,Fantasy,ScienceFiction,Thriller,,,
7580,7580,70000000,,11258,tt0120696,19870567,97,en,armored car driver tries elude gang thieves flood ravages countryside ,14.612,Hard Rain,5.8,586,1998,Action,Crime,Thriller,,,,,
7581,7581,80000000,,4958,tt0146984,39459427,126,en,"world war left golfer rannulph junuh poker playing alcoholic, perfect swing gone  now, however, needs get back play tournament save financially ravaged golf course long ago sweetheart  help arrives form mysterious caddy bagger vance ",14.612,The Legend of Bagger Vance,6.5,760,2000,Drama,Fantasy,,,,,,
7582,7582,2000000,,20156,tt0109759,4221036,104,en,"upscale toronto strip club exotica, dancer christina visited nightly obsessive francis, depressed tax auditor  ex boyfriend, club's mc, eric, still jealously pines even introduces onstage, eric relationship problems club's female owner  thomas, mysterious pet shop owner, become unexpectedly involved lives ",14.611,Exotica,6.6,231,1994,Drama,Mystery,,,,,,
7583,7583,27000000,http://movies.uip.de/aboutaboy/,245,tt0276751,129000000,101,en,"freeman good looking, smooth talking bachelor whose primary goal life avoiding kind responsibility  invents imaginary son order meet attractive single moms, gets hilarious lesson life bright, hopelessly geeky 12 year old named marcus  now, struggles teach marcus art cool, marcus teaches never old grow up ",14.611,About a Boy,6.7,1930,2002,Comedy,Drama,Romance,,,,,
7584,7584,0,,125157,tt0091002,0,101,it,"eleven days time, michael due wed fiancée helen  however, chance meeting sarah, total stranger, threatens destroy plans seduced spot finds unable resist her ",14.61,"Eleven Days, Eleven Nights",4.5,21,1987,Drama,Romance,,,,,,
7585,7585,0,,931398,tt15512500,0,0,en,sinister video rental store portal six tales terror  anthology horror classic style horror studios past twist ,14.609,Video Shop Tales of Terror,0.0,0,2023,Comedy,Horror,,,,,,
7586,7586,0,https://a24films.com/films/saint-maud,575776,tt7557108,1640866,85,en,"recently found god, self effacing young nurse maud arrives plush home care amanda, hedonistic dancer left frail chronic illness  chance encounter former colleague throws hints dark past, becomes clear sweet maud meets eye ",14.607,Saint Maud,6.6,504,2020,Drama,Horror,Mystery,,,,,
7587,7587,120000,,564082,tt7316576,0,83,en,"five college pals return rural wisconsin estranged friend's funeral, begins uneasy reunion becomes terrifying fight survival ",14.607,30 Miles from Nowhere,4.5,44,2018,Comedy,Horror,,,,,,
7589,7589,20000000,,226857,tt2318092,34077920,103,en,privileged girl charismatic boy's instant desire sparks love affair made reckless parents trying keep apart ,14.606,Endless Love,6.9,1540,2014,Drama,Romance,,,,,,
7590,7590,0,,573560,tt9382596,0,89,en,"dilapidated cyberpunk city plagued crime corruption, unscrupulous district attorney savagely murdered tossed building onto brand new car  mysteriously, district attorney car come back life single thirst vengeance  eerie driver less car embarks vicious rampage exacting revenge criminals murdered him  car  road revenge stylized sequel unconventional horror cult classic car  1977 , features homage original return ronny cox mechanic ",14.604,The Car: Road to Revenge,6.5,89,2019,Action,Horror,ScienceFiction,Thriller,,,,
7591,7591,0,,16672,tt0058625,0,147,ja,entomologist suffers extreme psychological sexual torture taken captive residents poor seaside village ,14.604,Woman in the Dunes,8.3,315,1964,Drama,Thriller,,,,,,
7592,7592,6800000,,10766,tt0077394,26518355,107,en,"since sudden highly suspicious death parents, 12 year old damien charge wealthy aunt uncle  widely feared antichrist, damien relentlessly plots seize control uncle's business empire and world  anyone attempting unravel secrets damien's sinister past fiendish future meets swift cruel demise ",14.603,Damien: Omen II,6.4,548,1978,Horror,Mystery,Thriller,,,,,
7593,7593,19500000,,44977,tt1833673,91000000,172,hi,"avenge father's death, circus entertainer trained magic acrobatics turns thief take corrupt bank chicago  two cops mumbai assigned case ",14.601,Dhoom 3,6.0,229,2013,Action,Crime,Thriller,,,,,
7595,7595,0,,9287,tt0109321,0,107,it,two brothers hate going spend christmas mother  tries get together ,14.6,Troublemakers,6.1,188,1994,Comedy,Western,,,,,,
7597,7597,0,,608195,tt6508228,178592,94,en,group world war ii american soldiers encounter supernatural enemy occupy french castle previously nazi control ,14.598,Ghosts of War,6.3,438,2020,Fantasy,Horror,Thriller,War,,,,
7598,7598,0,,523593,tt4374286,5577666,106,ko,"ancient korea, 1506  tyrannical king yeonsan gun joseon overthrown half brother jung jong, whose reign begins blood bath  years, traitors plot him, sinking kingdom chaos  1528, frightened rumors come royal palace, regarding mysterious creature, known monstrum peasants ",14.597,Monstrum,6.7,146,2018,Action,Drama,Fantasy,Horror,,,,
7599,7599,150000,http://newsite.theasylum.cc/index.php/titles/detail?id=a8546c3a-0ced-e311-80c1-782bcb56fee6,98948,tt2246549,0,90,en,"abraham lincoln labors gettysburg address, importance fully aware, learns menace past returned, threatening tear already fractured nation pieces  must journey behind enemy lines face foe far fearsome confederate army  walking dead ",14.595,Abraham Lincoln vs. Zombies,4.0,107,2012,Action,Horror,Thriller,,,,,
7600,7600,60000000,,11329,tt0313542,80154140,127,en,juror inside woman outside manipulate court trial involving major gun manufacturer ,14.594,Runaway Jury,6.9,1043,2003,Drama,Thriller,,,,,,
7601,7601,25000000,,9779,tt0403508,39053061,119,en,"four best friends  tibby, lena, carmen  amp  bridget  buy mysterious pair pants fits them, despite differing sizes, makes whoever wears feel fabulous  faced prospect spending first summer apart, pals decide they'll swap pants girl turn enjoy magic ",14.594,The Sisterhood of the Traveling Pants,6.5,1157,2005,Comedy,Drama,,,,,,
7602,7602,0,,199153,tt2521404,0,90,en,"ester becomes king xerxes’ queen, cousin mordecai despicable haman engage dangerous game intrigue control young persian king xerxes ",14.593,The Book of Esther,6.3,14,2013,Drama,,,,,,,
7603,7603,3352254,,5916,tt0068638,36734619,123,en,recently released ex convict loyal wife go run heist goes wrong ,14.593,The Getaway,7.1,439,1972,Action,Crime,Thriller,,,,,
7604,7604,15000000,http://www.foxsearchlight.com/NOAS/,1259,tt0465551,49814392,92,en,"veteran high school teacher befriends younger art teacher, affair one 15 year old students  however, intentions new  friend  also go well beyond platonic friendship ",14.593,Notes on a Scandal,7.1,725,2006,Drama,Romance,,,,,,
7605,7605,0,,257648,tt3465456,0,104,zh,"twilight ming dynasty, imperial court plagued corruption tyrants rule land  manchurians preying weakened empire, war imminent  save victims suffering, sorceress jade raksha fights soldiers oppress people gain  payback, local government officials decide pin murder governor zhuo zhonglian jade, turning members cult wanted fugitives crime commit ",14.592,The White Haired Witch of Lunar Kingdom,6.1,79,2014,Fantasy,,,,,,,
7606,7606,0,,12706,tt0159382,7071143,94,en,"jack manfred aspiring writer make ends meet, takes job croupier  jack remains observer, knowing everything life gamble gamblers born lose  inevitably, gets sucked world casino takes toll relationships novel writing ",14.592,Croupier,6.7,231,1998,Drama,Thriller,,,,,,
7608,7608,47000000,,2103,tt0307479,30002758,99,en,troubled psychologist sent investigate crew isolated research station orbiting bizarre planet ,14.592,Solaris,5.9,1099,2002,Drama,Mystery,ScienceFiction,,,,,
7609,7609,0,http://www.gaumont.fr/,85872,tt1911553,306724,84,fr,"veteran chef faces restaurant group's new ceo, wants establishment lose star rating order bring younger chef specializes molecular gastronomy ",14.59,Le Chef,6.2,503,2012,Comedy,,,,,,,
7610,7610,0,,397722,tt5649108,2830775,92,en,"two teenage girls suburban connecticut rekindle unlikely friendship years growing apart  process, learn neither seems be, murder might solve problems ",14.589,Thoroughbreds,6.4,967,2018,Drama,Thriller,,,,,,
7612,7612,0,,889227,tt13859694,0,124,zh,historical story enemy fighting wits courage extraordinary brave group ordinary heroes known  lunan railway brigade  desperately fight defend homeland ,14.585,Railway Heroes,6.6,16,2021,Action,Adventure,Drama,War,,,,
7615,7615,45000000,http://www.bangkokdangerousmovie.net/,13184,tt0814022,42487390,99,en,"carrying hit, assassin joe always makes use knowledge local population  arriving bangkok, joe meets street kid kong becomes primary aide  kong nearly killed, asks joe train deadly arts unwittingly becomes target band killers ",14.584,Bangkok Dangerous,5.2,877,2008,Action,Crime,Thriller,,,,,
7616,7616,25000000,,8051,tt0272338,24665649,96,en,socially awkward volatile small business owner meets love life threatened gang scammers ,14.584,Punch-Drunk Love,7.1,1900,2002,Comedy,Drama,Romance,Thriller,,,,
7617,7617,5000000,,10213,tt0120695,9617000,94,en,"narrowly escaping death, outlaw johnny madrid run hangman, hangman's sensuous daughter esmeralda side  along madrid's gang, johnny esmeralda embark adventure filled colorful unsavory characters lead straight fight lives ",14.582,From Dusk Till Dawn 3: The Hangman's Daughter,4.9,269,1999,Horror,Thriller,Western,,,,,
7620,7620,0,,17465,tt0092272,0,110,en,skilled young hockey prospect hoping attract attention professional scouts pressured show fight challenged stay canadian minor hockey town  on ice activities complicated relationship coach's daughter ,14.579,Youngblood,6.2,182,1986,Drama,Romance,,,,,,
7622,7622,0,https://www.amazon.com/dp/B09J6J4595,727293,tt3108894,0,104,en,"j r  fatherless boy growing glow bar bartender, uncle charlie, sharpest colorful assortment quirky demonstrative father figures  boy’s determined mother struggles provide son opportunities denied   leave dilapidated home outrageous begrudgingly supportive father   j r  begins gamely, always gracefully, pursue romantic professional dreams, one foot persistently placed uncle charlie’s bar ",14.577,The Tender Bar,6.7,392,2021,Drama,,,,,,,
7623,7623,0,,14976,tt1084950,16937968,113,en,young woman rehab past 10 years returns home weekend sister's wedding ,14.577,Rachel Getting Married,6.3,476,2008,Drama,,,,,,,
7624,7624,0,,11616,tt0085601,0,107,it,"doug picks hitchhiking rosco truck, mistaken two bank robbers traffic police  manage escape confused two secret agents trying take flight airport ",14.575,Go for It,6.9,420,1983,Action,Adventure,Comedy,,,,,
7626,7626,15000000,,11653,tt0365847,0,118,zh,"fellow scientist asks jack's help locating mausoleum china's first emperor, past collides violently present jack discovers amazing visions based fact ",14.57,The Myth,6.3,297,2005,Action,Adventure,Comedy,Drama,Fantasy,,,
7630,7630,15000000,,14047,tt0427309,30226144,126,en,true story brilliant politically radical debate team coach uses power words transform group underdog african american college students historical powerhouse took harvard elite ,14.567,The Great Debaters,7.2,491,2007,Drama,,,,,,,
7631,7631,20000000,,9666,tt0367913,70700000,92,ja,"driving , pregnant horror movie actress kyôko harase fiancé car crash  loses baby fiancé winds coma  kyôko cursed together television crew shot show haunted house kayako brutally murdered husband years ago  member team dies disappears, kyôko informed three and a half month old fetus womb ",14.567,Ju-on: The Grudge 2,6.3,252,2003,Horror,Thriller,,,,,,
7633,7633,0,,384127,tt5700648,0,115,ko,"two strangers dropped kids pickup area children’s camp helsinki, finland  spark mutual interest ignited man woman ",14.563,A Man and a Woman,6.9,48,2016,Drama,Romance,,,,,,
7634,7634,0,https://www.netflix.com/title/81156325,722778,tt12680684,0,130,it,"1980s naples, italy, awkward italian teen struggling find place experiences heartbreak liberation he's inadvertently saved freak accident football legend diego maradona ",14.561,The Hand of God,7.6,1336,2021,Drama,,,,,,,
7635,7635,14000000,,859,tt0094947,34670720,119,en,"18th century france, marquise de merteuil asks ex lover vicomte de valmont seduce future wife another ex lover return one last night her  yet things don’t go planned ",14.561,Dangerous Liaisons,7.3,953,1988,Drama,Romance,,,,,,
7636,7636,6000000,,378,tt0093822,29180280,94,en,"childless couple ex con ex cop decide help one another family's quintuplets, lives become complicated anticipated ",14.56,Raising Arizona,7.0,1713,1987,Comedy,Crime,,,,,,
7637,7637,0,,435126,tt6101820,0,101,es,"lunar eclipse, seven friends gather dinner decide play game must share content every message, email phone call receive throughout evening ",14.558,Perfect Strangers,6.7,586,2017,Comedy,Drama,,,,,,
7639,7639,15000000,,152792,tt0804463,0,114,en,savage murders three young children sparks controversial trial three teenagers accused killing kids part satanic ritual ,14.555,Devil's Knot,6.1,580,2013,Crime,Drama,Thriller,,,,,
7640,7640,5000000,,341006,tt1082807,10166820,89,en,group eighty american workers locked office ordered unknown voice participate twisted game ,14.554,The Belko Experiment,6.1,1215,2016,Horror,Thriller,,,,,,
7643,7643,0,,385317,tt2854394,0,86,en,hot bot hilarious journey two sexually repressed unpopular teenage geeks accidentally discover life like super model sex bot ,14.55,Hot Bot,4.3,178,2016,Comedy,ScienceFiction,,,,,,
7645,7645,19000000,,10433,tt0107473,11081586,96,en,"wayne dobie shy cop whose low key demeanor earned affectionate nickname  mad dog   mad dog saves life frank milo, crime boss aspiring stand up comedian, he's offered company attractive young waitress named glory week  first uneasy arrangement, eventually fall love  however, situation becomes complicated milo demands glory back ",14.55,Mad Dog and Glory,6.0,300,1993,Comedy,Crime,Drama,Romance,,,,
7646,7646,60000000,,14289,tt0119123,16228448,105,en,"epa representative murdered small appalachian community, epa undercover agent jack taggart sent in posing handyman working christian relief agency to determine happened ",14.549,Fire Down Below,5.7,301,1997,Action,Thriller,,,,,,
7647,7647,25000000,,11676,tt0119807,44480039,97,en,"advertising executive nick beame learns wife sleeping employer  state despair, encounters bumbling thief whose attempted carjacking goes awry nick takes involuntary joyride  soon betrayed businessman incompetent crook strike partnership develop robbery revenge scheme  turns criminals area appreciate competition ",14.549,Nothing to Lose,6.5,494,1997,Action,Adventure,Comedy,,,,,
7648,7648,0,,360055,tt4642044,124358,88,en,"copper jack stone purposefully orchestrates bank robbery order thrown prison notorious russian kingpin balam  balam mob criminal  he's cunning dangerous lord controls police force behind bars  balam lives prison cover real power, king city  cell lavish private room built specifically him, inaccessible depths prison structure  even warden fears venturing area prison  however, even surrounded loyal henchmen guards sectioned fortress, balam know jack coming avenge family, balam murdered cold blood  balam tough    jack tougher ",14.548,Riot,5.8,158,2015,Action,,,,,,,
7649,7649,0,http://www.damselmovie.com/,414018,tt5881528,0,114,en,"oregon, small town near sea, around 1870  henry, grieving man aspires preach way overcome unfortunate past, reunites eccentric pioneer samuel alabaster, hired officiate marriage precious penelope  henry ignores must embark dangerous journey inhospitable wilderness meet her ",14.547,Damsel,5.2,123,2018,Comedy,Western,,,,,,
7650,7650,0,,15267,tt0094716,0,111,en,war afghanistan soviet tank crew commanded tyrannical officer find lost struggle band mujahadeen guerrillas mountains ,14.547,The Beast of War,7.1,142,1988,Drama,War,,,,,,
7652,7652,13360000,http://www.pathefilms.com/film/youth,310593,tt3312830,2000000,125,it,"two lifelong friends bond whilst vacationing luxury swiss alps lodge ponder retirement  fred plans resume musical career despite urging loving daughter lena, mick intent finishing screenplay may last important film muse brenda  inspiration lead younger friend jimmy, actor grasping make sense next performance ",14.546,Youth,6.9,1821,2015,Comedy,Drama,,,,,,
7653,7653,0,,828434,tt14433518,0,83,en,teenage annie inadvertently takes mother's laptop instead visit father new jersey  quickly realizes laptop allows pretend mother  uses try restore parents' marriage     ,14.545,#FBF,5.5,12,2022,Drama,,,,,,,
7654,7654,5256817,http://profilepictures.dk/portfolio/valhalla/,571655,tt8956872,70821,105,da,"viking children røskva tjalfe embark adventurous journey midgard valhalla gods thor loki  life valhalla, however, turns threatened dreaded fenrir wolf god's barbaric archenemies, jotnar  side side gods two children must fight save valhalla end world   ragnarok ",14.542,Valhalla,4.8,94,2019,Adventure,Fantasy,,,,,,
7655,7655,0,,150117,tt2244901,29128433,97,en,"quick courtship, two lovers hastily decide tie knot  first year marriage unfolds, temptation incompatibility put relationship jeopardy ",14.537,I Give It a Year,5.5,667,2013,Comedy,Romance,,,,,,
7656,7656,7000000,,334527,tt3687310,0,94,en,four young men make risky investment together gets trouble mob ,14.536,Criminal Activities,5.9,258,2015,Crime,Drama,Thriller,,,,,
7657,7657,0,,625814,tt10914482,0,81,es,"first day security guard, diego martinez assigned night shift hospital regional  rounds, notices hallways unsettling night accidentally notices he’s trapped inside morgue ",14.535,Morgue,7.1,53,2019,Horror,,,,,,,
7658,7658,3500000,https://www.winchestermovie.com/,416234,tt1072748,44019588,100,en,"san jose, california, 1906  isolated labyrinthine mansion, eccentric firearm heiress sarah winchester believes haunted souls killed guns manufactured company ",14.533,Winchester,5.9,1568,2018,Horror,Thriller,,,,,,
7659,7659,35000000,http://somethingborrowedmovie.warnerbros.com/,49022,tt0491152,65090821,112,en,"though rachel successful attorney loyal, generous friend, still single  one drink many 30th birthday celebration, rachel unexpectedly falls bed longtime crush, dex    happens engaged best friend, darcy  ramifications liaison threaten destroy women's lifelong friendship, ethan, rachel's confidant, harbors potentially explosive secret own ",14.533,Something Borrowed,6.3,912,2011,Comedy,Drama,Romance,,,,,
7660,7660,30000000,https://www.lionsgate.com/movies/kin,425505,tt6017942,10023153,102,en,"young boy finds powerful otherworldly weapon, uses save older adoptive brother crew thugs  long, two also pursued federal agents mysterious mercenaries aiming reclaim asset ",14.532,Kin,6.2,708,2018,Action,ScienceFiction,,,,,,
7662,7662,6500000,,1116,tt0460989,22889018,127,en,"1920s ireland young doctor damien o'donovan prepares depart new job london hospital  says goodbyes friend's farm, british black tans arrive, young man killed  damien joins brother teddy irish republican army, political events soon set motion tear brothers apart ",14.532,The Wind That Shakes the Barley,7.4,612,2006,Drama,War,,,,,,
7663,7663,5000000,,10576,tt0086154,34725000,113,en,"years treatment mental institution criminally insane, serial killer norman bates finally released  deciding move back long dead mother's infamous old house, soon finds tormented 'her' demands begins question sanity ",14.531,Psycho II,6.4,510,1983,Horror,Mystery,Thriller,,,,,
7664,7664,5800000,,811211,tt13462472,2440653,112,fr,"elegant, retired architect shauna  70  crosses paths pierre, happily married doctor 40s, first made impression brief meeting 15 years previously  quite troubled meet begin affair  pierre’s family life soon turned upside down, shauna struggles feelings thought belonged past ",14.53,The Young Lovers,7.0,41,2022,Drama,Romance,,,,,,
7665,7665,0,,22201,tt0050468,11750000,122,en,lawman wyatt earp outlaw doc holliday form unlikely alliance culminates participation legendary gunfight o k  corral ,14.53,Gunfight at the O.K. Corral,7.0,263,1957,Western,,,,,,,
7666,7666,12000000,http://www.foxsearchlight.com/onehourphoto/,9357,tt0265459,52223306,96,en,"sy  the photo guy  parrish lovingly developed photos yorkin family since son baby  yorkins' lives become fuller, sy's seems lonelier, eventually believes he's part family   uncle  sy's picture perfect fantasy collides ugly dose reality, happens next  has spine tingling elements best psychological thrillers  ",14.528,One Hour Photo,6.6,1422,2002,Drama,Thriller,,,,,,
7667,7667,100000,http://thegallowsmovie.com/,299245,tt2309260,42964410,87,en,"20 years horrific accident small town school play, students school resurrect failed show misguided attempt honor anniversary tragedy   soon discover things better left alone ",14.526,The Gallows,5.0,847,2015,Horror,Thriller,,,,,,
7668,7668,0,,621914,tt10305328,0,88,en,"massive influx glacial melting triggers new ice age northern hemisphere, forcing family make way across ice covered landscape frozen good ",14.524,Arctic Apocalypse,6.2,132,2019,Action,ScienceFiction,,,,,,
7669,7669,0,,970284,,0,0,en,story lebron james' championship high school basketball team ,14.522,Shooting Stars,0.0,0,2023,Drama,,,,,,,
7670,7670,13000000,,8952,tt1045772,20768906,98,en,"steve russell small town cop  bored bland lifestyle, russell turns fraud means shaking things up  long, russell's criminal antics landed behind bars, encounters charismatic phillip morris  smitten, russell devotes entire life morris regardless consequences ",14.522,I Love You Phillip Morris,6.4,1405,2009,Comedy,Crime,Drama,Romance,,,,
7671,7671,9023199,,18707,tt0090342,0,105,cn,"third installment lucky stars series, following winners sinners lucky stars  team released prison play detective order stop ruthless gang ruining reputations, taking lives, key witness upcoming trial  must battle way help muscles, take bad guys ",14.521,"Twinkle, Twinkle, Lucky Stars",6.8,93,1985,Action,Comedy,,,,,,
7672,7672,30000000,,11025,tt0363282,21289826,91,en,"top student jane ryan heads manhattan college scholarship competition  rebellious twin roxy ryan goes along crash video shoot  anything happen     romp involving pursuing truant officer, smuggler, hunkalicious guys girls' realization chips down, sister best friend all ",14.52,New York Minute,6.2,783,2004,Comedy,,,,,,,
7673,7673,54000000,http://www.youmeanddupree.com/,1819,tt0463034,130628903,108,en,"standing best man longtime friend carl petersen, randy dupree loses job, becomes barfly attaches newlywed couple almost permanently    houseguest  longer dupree camps couch, closer gets carl's bride, molly, leaving frustrated groom wondering pal moving out ",14.52,"You, Me and Dupree",5.6,1179,2006,Comedy,Romance,,,,,,
7674,7674,6000000,,9282,tt0331811,0,86,en,tells seemingly random yet vitally connected story set incidents converge one evening 11 14pm  story follows chain events five different characters five different storylines converge tell story murder deceit ,14.519,11:14,6.8,688,2003,Crime,Drama,Mystery,Thriller,,,,
7676,7676,0,https://www.mylifetime.com/movies/harry-and-meghan-a-royal-romance,518527,tt7883022,0,120,en,"examine history prince harry meghan markle moment met set friends, initial courtship able keep romance wraps, ultimately intense global media attention surrounding relationship meghan’s life divorced american actress ",14.518,Harry & Meghan: A Royal Romance,6.9,174,2018,Romance,,,,,,,
7677,7677,0,,592741,tt10127228,0,103,ja,"man many sex slaves  another man offers wife sex slave slave owner agrees  adds man's wife stable  alas, husband comes reverse decision takes wife back  reversal arrangement causes trauma ",14.514,Up to You,6.8,5,2018,Romance,,,,,,,
7679,7679,5000000,,455551,tt5669936,1319566,91,en,"five friends vacation remote lake house, expect nothing less good time, unaware earth attack alien invasion mass abductions ",14.512,The Recall,4.6,306,2017,Horror,ScienceFiction,,,,,,
7680,7680,5610000,,415381,tt6054874,10657499,117,ru,"story legendary battle, seventeen fearless warriors defend land army thousands well trained soldiers  13th century mongol warrior hordes leader, batu khan, control known world  mongols move towards europe invade last russian principality standing way  little know, plans ruined small detachment heroic strong men led mysterious brave warrior  story courage, endurance self sacrifice sake one's country  story evpaty furious ",14.512,Furious,6.3,116,2017,Action,Adventure,Fantasy,,,,,
7682,7682,0,https://www.wellgousa.com/films/raging-fire,513692,tt8165192,205000000,128,cn,"cheung sung bong highly respected cop long history success dangerous cases  however, past soon comes back haunt former protégé resurfaces, seeking revenge ",14.51,Raging Fire,6.9,139,2021,Action,Crime,,,,,,
7683,7683,800000,,596,tt0032551,1591000,129,en,"tom joad returns home jail sentence find family kicked farm due foreclosure  catches uncle’s farm, joins next day head california new life    hopefully ",14.51,The Grapes of Wrath,7.8,777,1940,Drama,,,,,,,
7684,7684,16000000,,31357,tt0114885,81452156,127,en,"cheated on, mistreated stepped on, women holding breath, waiting elusive  good man  break string less than stellar lovers  friends confidants vannah, bernie, glo robin talk out, determined find better way breathe ",14.507,Waiting to Exhale,6.3,128,1995,Comedy,Drama,Romance,,,,,
7686,7686,4300000,,11006,tt0076729,126737428,96,en,"race car driver tries transport illegal beer shipment texas atlanta 28 hours, picking reluctant bride to be way ",14.507,Smokey and the Bandit,6.9,576,1977,Action,Adventure,Comedy,,,,,
7687,7687,20000000,,13022,tt0479528,4609644,99,en,"director wolf creek comes terrifying look nature's perfect killing machine  group tourists stumble remote australian river territory enormous crocodile, deadly creature traps tiny mud island tide quickly rising darkness descending  hungry predator closes in, must fight survival odds ",14.506,Rogue,6.5,536,2007,Action,Horror,Thriller,,,,,
7688,7688,84000000,,12107,tt0144528,123307945,106,en,"hilarity begins professor sherman klump finds romance fellow dna specialist, denise gaines, discovers brilliant formula reverses aging  sherman's thin obnoxious alter ego, buddy love, wants out   and big piece action  buddy gets loose, things get seriously nutty ",14.506,Nutty Professor II: The Klumps,5.0,1114,2000,Comedy,Fantasy,Romance,ScienceFiction,,,,
7689,7689,0,http://wwws.warnerbros.co.jp/gintama-film/,432985,tt5805470,0,130,ja,"era aliens invaded taken feudal tokyo, young samurai finds work however can ",14.505,Gintama,6.8,86,2017,Action,Adventure,Comedy,ScienceFiction,,,,
7690,7690,10000000,,11804,tt0375210,91196419,101,en,"architect's desire speak wife beyond grave using evp  electronic voice phenomenon , becomes obsession supernatural repercussions ",14.504,White Noise,5.6,699,2005,Drama,Horror,Thriller,,,,,
7692,7692,3800000,,10774,tt0074958,23689877,122,en,"veteran anchorman howard beale forced retire 25 year post age, announces viewers kill farewell broadcast  network executives rethink decision fanatical tirade results spike ratings ",14.5,Network,7.9,1382,1976,Drama,,,,,,,
7694,7694,5400000,,1712,tt0049261,32855818,201,en,"wealthy rancher bick benedict dirt poor cowboy jett rink woo leslie lynnton, beautiful young woman maryland new texas  marries benedict, shocked racial bigotry white texans local people mexican descent  rink discovers oil small plot land, uses vast, new wealth buy land surrounding benedict ranch, benedict's disagreement prejudice fuels conflict runs across generations ",14.499,Giant,7.6,554,1956,Drama,Western,,,,,,
7696,7696,4000000,,84228,tt1533058,0,92,en,"meeting man internet, julia decides see person, get abducted branded letter  x  guy  game cat mouse follows, story unexpected twist ",14.492,Julia X,5.0,89,2011,Horror,,,,,,,
7697,7697,4000000,,157847,tt2382396,2365467,118,en,rough hewn boss lumber crew courts trouble steps protect youngest member team abusive father ,14.49,Joe,6.5,809,2013,Drama,,,,,,,
7698,7698,0,,403605,tt5147214,0,117,id,"young man washes ashore, memory gone   past comes back haunt nursed back health killing ability needed takes powerful drug lord ",14.486,Headshot,6.4,371,2016,Action,Crime,Thriller,,,,,
7699,7699,63300000,,435800,tt5273624,731607,109,zh,"tang monk brings three disciples journey west  outside, everything seems harmonious  however, tension present beneath surface, hearts minds agreement  series demon capturing events, monk disciples gain mutual understanding others' hardships unease  finally, resolve inner conflict work together become all conquering, demon exorcising team ",14.485,Journey to the West: The Demons Strike Back,6.1,72,2017,Action,Adventure,Fantasy,,,,,
7700,7700,37000000,,10658,tt0091225,37962774,110,en,scientific experiment unknowingly brings extraterrestrial life forms earth laser beam  first cigar smoking drake howard duck's planet  kids try keep greedy scientists help back planet  much less friendly arrives beam   ,14.484,Howard the Duck,5.4,835,1986,Comedy,Fantasy,ScienceFiction,,,,,
7701,7701,17000000,https://www.uphe.com/movies/easter-sunday,824281,tt11952606,13071438,96,en,"man returns home easter celebration riotous, bickering, eating, drinking, laughing, loving family, love letter filipino american community ",14.482,Easter Sunday,6.3,25,2022,Comedy,,,,,,,
7703,7703,23000000,,12651,tt0100133,0,107,en," memphis belle  world war ii bomber, piloted young crew dangerous bombing raids europe  crew make one bombing raid finished duty go home  briefing last flight, crew discover target day dresden, heavily defended city invariably causes many allied casualties",14.476,Memphis Belle,6.7,305,1990,Action,Drama,War,,,,,
7704,7704,70000000,,4806,tt0163187,309457509,116,en,"ike graham, new york columnist, writes text always last minute  time, drunken man favourite bar tells ike maggie carpenter, woman always flees grooms last possible moment  ike, best opinion females anyway, writes offensive column without researching subject thoroughly ",14.476,Runaway Bride,6.1,1694,1999,Comedy,Romance,,,,,,
7705,7705,0,,785527,tt12748300,0,89,nl,"story richie journey become greatest rap artist netherlands  one evening violently mugged group teenagers loses prized possession  expensive watch  images humiliating robbery go viral, richie's hard earned reputation damaged ",14.475,Forever Rich,6.5,97,2021,Comedy,Crime,Drama,,,,,
7709,7709,0,http://www.cinemadefacto.com/portfolio/los-perros,453362,tt6596454,0,94,es,"mariana, upper class chilean, feels strange attraction towards riding teacher, juan, former colonel shady past ",14.472,Los perros,5.6,17,2017,Drama,,,,,,,
7710,7710,0,https://www.sundown.movie/,854359,tt15115280,0,82,en,"distant emergency disrupts vacation acapulco, simmering tensions rise fore scions wealthy british family ",14.471,Sundown,6.2,62,2022,Drama,,,,,,,
7711,7711,0,,437108,tt7046826,0,100,ko,"mother missing child takes lost girl finds woods, soon begins wonder even human ",14.47,The Mimic,6.4,119,2017,Horror,Thriller,,,,,,
7712,7712,0,,9957,tt0437863,0,85,en,trio guys try make missed opportunities childhood forming three player baseball team compete standard little league squads ,14.468,The Benchwarmers,5.9,738,2006,Comedy,,,,,,,
7713,7713,475000,http://www.brickmovie.net/,9270,tt0393109,3919254,110,en,teenage loner pushes way underworld high school crime ring investigate disappearance ex girlfriend ,14.467,Brick,6.8,1031,2006,Drama,Mystery,,,,,,
